Time,SolarStation,Buka,Hohla,Valera
2025-04-22 05:48:53,115,421,419,165
2025-04-22 05:49:53,114,417,415,161
2025-04-22 05:50:54,115,421,419,165
2025-04-22 05:51:54,115,421,419,165
2025-04-22 05:52:55,115,421,419,165
2025-04-22 05:53:56,115,421,419,165
2025-04-22 05:54:56,115,420,421,165
2025-04-22 05:55:57,115,419,420,165
2025-04-22 05:56:57,115,420,421,165
2025-04-22 05:57:58,115,420,421,165
2025-04-22 05:58:59,112,425,416,163
2025-04-22 05:59:59,114,419,420,163
2025-04-22 06:01:00,115,420,421,163
2025-04-22 06:02:00,114,420,422,163
2025-04-22 06:03:01,114,420,422,163
2025-04-22 06:04:02,114,420,422,163
2025-04-22 06:05:02,114,420,422,163
2025-04-22 06:06:03,114,420,422,163
2025-04-22 06:07:03,114,420,422,163
2025-04-22 06:08:04,114,420,421,163
2025-04-22 06:09:04,114,420,421,163
2025-04-22 06:10:05,114,420,421,160
2025-04-22 06:11:06,114,419,420,160
2025-04-22 06:12:07,109,419,420,170
2025-04-22 06:13:07,114,420,421,160
2025-04-22 06:14:08,114,420,421,160
2025-04-22 06:15:09,114,420,421,160
2025-04-22 06:16:09,114,420,421,160
2025-04-22 06:17:10,114,420,421,160
2025-04-22 06:18:11,114,420,421,160
2025-04-22 06:19:11,114,420,421,160
2025-04-22 06:20:12,117,420,421,161
2025-04-22 06:21:12,117,420,421,161
2025-04-22 06:22:13,117,420,421,161
2025-04-22 06:23:13,117,421,420,160
2025-04-22 06:24:15,117,420,419,160
2025-04-22 06:25:15,117,421,420,160
2025-04-22 06:26:16,117,420,419,160
2025-04-22 06:27:16,117,420,419,160
2025-04-22 06:28:17,117,421,420,160
2025-04-22 06:29:18,117,421,420,160
2025-04-22 06:30:18,117,421,420,160
2025-04-22 06:31:19,117,421,420,160
2025-04-22 06:32:20,117,421,420,160
2025-04-22 06:33:20,117,421,420,160
2025-04-22 06:34:21,117,421,420,160
2025-04-22 06:35:21,117,421,420,160
2025-04-22 06:36:22,117,421,420,160
2025-04-22 06:37:22,117,421,420,160
2025-04-22 06:38:23,117,421,420,160
2025-04-22 06:39:23,117,421,420,160
2025-04-22 06:40:24,117,421,420,160
2025-04-22 06:41:25,117,420,419,160
2025-04-22 06:42:26,117,421,420,160
2025-04-22 06:43:27,117,421,420,159
2025-04-22 06:44:27,117,421,420,159
2025-04-22 06:45:28,117,421,420,159
2025-04-22 06:46:28,117,421,420,159
2025-04-22 06:47:29,117,421,420,159
2025-04-22 06:48:29,115,418,417,156
2025-04-22 06:49:30,117,421,420,159
2025-04-22 06:50:31,117,421,420,159
2025-04-22 06:51:31,117,421,420,159
2025-04-22 06:52:32,117,421,420,159
2025-04-22 06:53:32,117,421,420,159
2025-04-22 06:54:33,117,421,420,159
2025-04-22 06:55:34,117,421,420,159
2025-04-22 06:56:34,117,421,420,159
2025-04-22 06:57:35,116,420,419,158
2025-04-22 06:58:36,116,420,419,158
2025-04-22 06:59:36,116,420,419,158
2025-04-22 07:00:37,116,420,419,158
2025-04-22 07:01:37,116,419,418,157
2025-04-22 07:02:38,116,419,418,158
2025-04-22 07:03:39,116,419,418,158
2025-04-22 07:04:39,116,420,418,158
2025-04-22 07:05:40,116,420,418,157
2025-04-22 07:06:41,116,419,418,157
2025-04-22 07:07:41,116,420,417,157
2025-04-22 07:08:42,116,420,417,157
2025-04-22 07:09:42,116,419,417,157
2025-04-22 07:10:43,116,420,417,157
2025-04-22 07:11:43,116,420,417,157
2025-04-22 07:12:44,116,420,417,157
2025-04-22 07:13:45,116,419,417,157
2025-04-22 07:14:45,116,420,417,157
2025-04-22 07:15:46,116,420,417,157
2025-04-22 07:16:46,115,420,417,157
2025-04-22 07:17:47,115,419,417,157
2025-04-22 07:18:47,116,420,417,157
2025-04-22 07:19:48,116,420,417,162
2025-04-22 07:20:48,112,419,416,163
2025-04-22 07:21:49,111,420,416,163
2025-04-22 07:22:50,111,420,415,163
2025-04-22 07:23:50,111,420,415,163
2025-04-22 07:24:51,111,420,415,163
2025-04-22 07:25:51,111,420,416,163
2025-04-22 07:26:52,111,420,415,163
2025-04-22 07:27:52,111,420,415,163
2025-04-22 07:28:53,111,420,416,163
2025-04-22 07:29:53,111,420,416,163
2025-04-22 07:30:54,110,420,415,163
2025-04-22 07:31:55,111,420,415,163
2025-04-22 07:32:55,111,420,415,163
2025-04-22 07:33:56,111,420,415,163
2025-04-22 07:34:56,109,420,416,163
2025-04-22 07:35:57,109,420,415,163
2025-04-22 07:36:57,110,420,415,163
2025-04-22 07:37:58,109,420,416,163
2025-04-22 07:38:59,109,421,416,163
2025-04-22 07:40:00,110,420,415,163
2025-04-22 07:41:00,110,420,415,163
2025-04-22 07:42:01,110,420,415,163
2025-04-22 07:43:01,109,421,416,163
2025-04-22 07:44:02,109,421,415,164
2025-04-22 07:45:03,109,421,415,164
2025-04-22 07:46:03,109,421,415,164
2025-04-22 07:47:04,109,421,415,164
2025-04-22 07:48:05,109,421,416,164
2025-04-22 07:49:05,109,421,415,164
2025-04-22 07:50:06,109,421,415,164
2025-04-22 07:51:06,96,421,418,166
2025-04-22 07:52:07,108,421,418,164
2025-04-22 07:53:07,108,421,418,164
2025-04-22 07:54:08,108,421,418,164
2025-04-22 07:55:09,108,421,418,164
2025-04-22 07:56:09,109,420,418,164
2025-04-22 07:57:10,108,421,418,164
2025-04-22 07:58:10,109,420,418,164
2025-04-22 07:59:11,109,420,418,164
2025-04-22 08:00:12,106,421,418,164
2025-04-22 08:01:12,108,421,418,164
2025-04-22 08:02:13,108,420,418,164
2025-04-22 08:03:14,108,420,418,164
2025-04-22 08:04:14,107,421,418,164
2025-04-22 08:05:15,107,421,418,164
2025-04-22 08:06:15,108,420,416,163
2025-04-22 08:07:16,108,420,416,163
2025-04-22 08:08:17,108,419,416,163
2025-04-22 08:09:17,108,419,416,163
2025-04-22 08:10:18,107,420,416,163
2025-04-22 08:11:19,108,419,416,163
2025-04-22 08:12:19,108,420,416,163
2025-04-22 08:13:20,108,419,416,163
2025-04-22 08:14:20,107,420,416,163
2025-04-22 08:15:21,107,420,416,163
2025-04-22 08:16:21,107,420,416,163
2025-04-22 08:17:22,109,419,416,163
2025-04-22 08:18:23,109,420,416,163
2025-04-22 08:19:23,108,418,414,161
2025-04-22 08:20:24,109,422,415,163
2025-04-22 08:21:24,109,423,415,163
2025-04-22 08:22:25,109,423,416,163
2025-04-22 08:23:26,109,422,416,163
2025-04-22 08:24:26,109,424,413,163
2025-04-22 08:25:27,109,424,415,163
2025-04-22 08:26:27,109,424,413,163
2025-04-22 08:27:28,109,424,415,163
2025-04-22 08:28:28,109,424,413,163
2025-04-22 08:29:29,109,423,415,162
2025-04-22 08:30:30,109,423,413,162
2025-04-22 08:31:31,109,423,413,162
2025-04-22 08:32:31,109,423,415,162
2025-04-22 08:33:32,109,422,412,161
2025-04-22 08:34:32,109,423,413,162
2025-04-22 08:35:33,109,423,415,162
2025-04-22 08:36:33,109,423,415,162
2025-04-22 08:37:34,109,423,413,162
2025-04-22 08:38:35,109,422,410,159
2025-04-22 08:39:35,112,423,410,159
2025-04-22 08:40:36,112,423,410,159
2025-04-22 08:41:37,112,425,406,157
2025-04-22 08:42:37,112,425,406,157
2025-04-22 08:43:38,112,425,405,157
2025-04-22 08:44:38,112,425,405,157
2025-04-22 08:45:39,111,425,409,156
2025-04-22 08:46:39,111,425,409,156
2025-04-22 08:47:40,111,425,409,156
2025-04-22 08:48:40,111,425,406,156
2025-04-22 08:49:41,111,425,406,156
2025-04-22 08:50:42,111,425,406,156
2025-04-22 08:51:42,111,425,406,156
2025-04-22 08:52:43,115,425,406,155
2025-04-22 08:53:44,115,425,415,161
2025-04-22 08:54:44,105,425,407,164
2025-04-22 08:55:45,115,425,414,161
2025-04-22 08:56:45,115,424,413,165
2025-04-22 08:57:46,115,425,413,164
2025-04-22 08:58:47,115,425,414,164
2025-04-22 08:59:47,116,424,412,166
2025-04-22 09:00:48,117,425,414,165
2025-04-22 09:01:48,117,425,414,165
2025-04-22 09:02:49,117,425,414,165
2025-04-22 09:03:50,116,424,411,165
2025-04-22 09:04:50,117,425,413,164
2025-04-22 09:05:51,116,425,412,163
2025-04-22 09:06:51,116,425,411,164
2025-04-22 09:07:52,116,425,412,163
2025-04-22 09:08:52,116,425,412,163
2025-04-22 09:09:53,116,425,411,164
2025-04-22 09:10:54,116,425,412,163
2025-04-22 09:11:54,116,425,411,165
2025-04-22 09:12:55,116,425,412,165
2025-04-22 09:13:56,116,425,412,165
2025-04-22 09:14:56,116,425,412,165
2025-04-22 09:15:57,116,423,409,164
2025-04-22 09:16:57,116,425,412,164
2025-04-22 09:17:58,117,425,412,165
2025-04-22 09:18:59,116,425,412,164
2025-04-22 09:19:59,115,425,412,164
2025-04-22 09:21:00,115,425,415,164
2025-04-22 09:22:00,115,425,415,164
2025-04-22 09:23:01,115,425,415,164
2025-04-22 09:24:01,119,424,414,162
2025-04-22 09:25:02,119,424,414,162
2025-04-22 09:26:03,119,424,414,162
2025-04-22 09:27:03,119,424,414,162
2025-04-22 09:28:04,119,424,413,162
2025-04-22 09:29:04,119,424,413,162
2025-04-22 09:30:05,119,423,412,160
2025-04-22 09:31:06,115,422,409,159
2025-04-22 09:32:06,119,423,412,160
2025-04-22 09:33:07,119,423,412,160
2025-04-22 09:34:07,119,423,412,160
2025-04-22 09:35:08,119,423,412,160
2025-04-22 09:36:09,119,423,412,160
2025-04-22 09:37:09,119,423,412,160
2025-04-22 09:38:10,118,423,412,160
2025-04-22 09:39:10,119,423,412,160
2025-04-22 09:40:11,118,423,412,160
2025-04-22 09:41:12,119,423,412,160
2025-04-22 09:42:12,119,423,412,160
2025-04-22 09:43:13,119,423,412,160
2025-04-22 09:44:13,119,423,412,160
2025-04-22 09:45:14,118,423,411,160
2025-04-22 09:46:15,119,423,411,160
2025-04-22 09:47:15,119,423,411,160
2025-04-22 09:48:16,119,423,411,160
2025-04-22 09:49:16,117,423,411,160
2025-04-22 09:50:17,118,423,411,160
2025-04-22 09:51:17,117,423,411,160
2025-04-22 09:52:18,118,423,411,160
2025-04-22 09:53:18,118,423,411,160
2025-04-22 09:54:19,118,423,411,160
2025-04-22 09:55:20,118,423,411,160
2025-04-22 09:56:20,117,423,411,160
2025-04-22 09:57:21,117,423,411,160
2025-04-22 09:58:21,118,423,411,160
2025-04-22 09:59:22,118,423,411,160
2025-04-22 10:00:22,118,423,411,160
2025-04-22 10:01:23,118,423,413,160
2025-04-22 10:02:24,118,423,413,160
2025-04-22 10:03:24,118,423,413,160
2025-04-22 10:04:25,118,421,413,158
2025-04-22 10:05:25,117,422,413,158
2025-04-22 10:06:26,117,422,413,158
2025-04-22 10:07:26,114,418,409,157
2025-04-22 10:08:27,116,422,413,158
2025-04-22 10:09:28,116,422,413,158
2025-04-22 10:10:28,117,422,413,158
2025-04-22 10:11:29,118,422,408,161
2025-04-22 10:12:30,117,422,413,158
2025-04-22 10:13:30,117,422,413,158
2025-04-22 10:14:31,117,422,413,158
2025-04-22 10:15:31,117,422,413,158
2025-04-22 10:16:32,117,421,413,158
2025-04-22 10:17:32,116,423,413,157
2025-04-22 10:18:33,116,423,413,157
2025-04-22 10:19:33,116,423,413,157
2025-04-22 10:20:34,116,423,413,157
2025-04-22 10:21:34,116,423,413,157
2025-04-22 10:22:35,116,423,413,157
2025-04-22 10:23:36,116,423,413,156
2025-04-22 10:24:36,116,423,413,156
2025-04-22 10:25:37,131,425,409,166
2025-04-22 10:26:38,120,423,413,155
2025-04-22 10:27:38,120,423,413,155
2025-04-22 10:28:39,120,423,413,155
2025-04-22 10:29:39,118,422,411,153
2025-04-22 10:30:40,118,416,406,153
2025-04-22 10:31:41,120,418,410,162
2025-04-22 10:32:41,116,416,406,153
2025-04-22 10:33:43,118,416,406,153
2025-04-22 10:34:43,116,416,406,153
2025-04-22 10:35:44,118,416,406,153
2025-04-22 10:36:44,118,416,406,153
2025-04-22 10:37:45,118,416,406,153
2025-04-22 10:38:45,117,416,406,158
2025-04-22 10:39:46,115,416,406,158
2025-04-22 10:40:47,116,416,406,158
2025-04-22 10:41:47,117,416,406,158
2025-04-22 10:42:48,115,418,406,157
2025-04-22 10:43:48,115,418,406,157
2025-04-22 10:44:49,116,418,406,157
2025-04-22 10:45:50,116,417,406,157
2025-04-22 10:46:50,116,417,406,157
2025-04-22 10:47:51,116,418,406,157
2025-04-22 10:48:51,115,418,406,157
2025-04-22 10:49:52,115,417,406,157
2025-04-22 10:50:52,116,418,406,157
2025-04-22 10:51:53,116,417,406,156
2025-04-22 10:52:53,114,418,406,153
2025-04-22 10:53:54,116,417,406,153
2025-04-22 10:54:55,115,418,406,152
2025-04-22 10:55:55,115,417,406,153
2025-04-22 10:56:56,114,418,406,151
2025-04-22 10:57:56,114,418,406,151
2025-04-22 10:58:57,114,417,406,153
2025-04-22 10:59:58,114,418,406,151
2025-04-22 11:00:58,114,417,406,153
2025-04-22 11:01:59,114,416,406,153
2025-04-22 11:02:59,113,418,406,152
2025-04-22 11:04:00,114,418,406,151
2025-04-22 11:05:01,114,417,406,161
2025-04-22 11:06:01,113,417,406,160
2025-04-22 11:07:02,114,418,406,160
2025-04-22 11:08:03,113,419,405,159
2025-04-22 11:09:03,112,419,405,158
2025-04-22 11:10:04,112,418,404,158
2025-04-22 11:11:04,112,418,404,158
2025-04-22 11:12:05,107,418,400,164
2025-04-22 11:13:06,111,417,404,158
2025-04-22 11:14:06,111,417,404,158
2025-04-22 11:15:07,111,416,404,155
2025-04-22 11:16:07,112,417,404,156
2025-04-22 11:17:08,112,417,404,155
2025-04-22 11:18:09,111,416,404,155
2025-04-22 11:19:10,108,415,402,169
2025-04-22 11:20:11,112,417,404,155
2025-04-22 11:21:11,112,415,404,156
2025-04-22 11:22:12,112,415,404,155
2025-04-22 11:23:12,112,415,404,155
2025-04-22 11:24:13,111,413,404,155
2025-04-22 11:25:14,113,415,404,154
2025-04-22 11:26:15,113,414,404,154
2025-04-22 11:27:15,115,416,404,154
2025-04-22 11:28:16,115,416,404,154
2025-04-22 11:29:17,115,416,404,154
2025-04-22 11:30:18,115,416,404,154
2025-04-22 11:31:18,114,415,403,153
2025-04-22 11:32:19,114,416,404,153
2025-04-22 11:33:20,114,416,404,153
2025-04-22 11:34:21,114,416,404,153
2025-04-22 11:35:22,114,416,404,159
2025-04-22 11:36:23,114,416,403,157
2025-04-22 11:37:23,112,416,404,159
2025-04-22 11:38:24,112,416,404,158
2025-04-22 11:39:24,112,416,404,159
2025-04-22 11:40:25,112,415,403,158
2025-04-22 11:41:26,114,416,403,159
2025-04-22 11:42:26,115,416,403,158
2025-04-22 11:43:27,114,416,403,159
2025-04-22 11:44:28,118,416,404,160
2025-04-22 11:45:28,118,416,404,160
2025-04-22 11:46:29,117,416,403,160
2025-04-22 11:47:30,117,416,403,160
2025-04-22 11:48:31,117,416,403,160
2025-04-22 11:49:31,116,415,401,160
2025-04-22 11:50:32,116,415,401,159
2025-04-22 11:51:33,116,413,400,159
2025-04-22 11:52:34,116,413,399,158
2025-04-22 11:53:34,116,415,401,159
2025-04-22 11:54:35,116,414,400,159
2025-04-22 11:55:36,116,414,400,159
2025-04-22 11:56:36,116,414,400,159
2025-04-22 11:57:37,116,414,400,159
2025-04-22 11:58:38,116,414,400,159
2025-04-22 11:59:38,116,414,399,158
2025-04-22 12:00:39,116,413,399,158
2025-04-22 12:01:40,116,414,399,158
2025-04-22 12:02:40,115,411,398,157
2025-04-22 12:03:41,115,413,398,158
2025-04-22 12:04:42,115,413,398,159
2025-04-22 12:05:43,114,410,396,158
2025-04-22 12:06:43,114,412,396,158
2025-04-22 12:07:44,114,411,395,158
2025-04-22 12:08:44,114,409,395,157
2025-04-22 12:09:45,114,409,395,157
2025-04-22 12:10:46,114,410,395,158
2025-04-22 12:11:47,114,410,395,158
2025-04-22 12:12:47,114,410,395,157
2025-04-22 12:13:48,114,409,394,158
2025-04-22 12:14:49,114,409,394,158
2025-04-22 12:15:49,114,409,394,158
2025-04-22 12:16:50,114,409,394,158
2025-04-22 12:17:51,114,409,394,158
2025-04-22 12:18:52,114,409,394,158
2025-04-22 12:19:52,114,409,394,158
2025-04-22 12:20:53,114,409,394,158
2025-04-22 12:21:53,114,409,394,158
2025-04-22 12:22:54,114,409,394,158
2025-04-22 12:23:55,114,409,394,158
2025-04-22 12:24:55,114,409,394,158
2025-04-22 12:25:56,114,409,394,158
2025-04-22 12:26:57,114,409,394,158
2025-04-22 12:27:57,112,407,393,174
2025-04-22 12:28:58,116,410,389,160
2025-04-22 12:29:59,111,406,389,158
2025-04-22 12:31:00,114,409,394,158
2025-04-22 12:32:01,114,409,394,158
2025-04-22 12:33:01,114,409,394,158
2025-04-22 12:34:02,114,409,394,158
2025-04-22 12:35:03,114,409,394,158
2025-04-22 12:36:04,114,409,394,158
2025-04-22 12:37:05,114,409,394,158
2025-04-22 12:38:05,114,409,394,158
2025-04-22 12:39:06,114,409,394,158
2025-04-22 12:40:06,114,409,394,158
2025-04-22 12:41:07,114,407,394,157
2025-04-22 12:42:08,114,408,394,158
2025-04-22 12:43:09,114,408,394,158
2025-04-22 12:44:09,114,408,394,158
2025-04-22 12:45:10,114,408,394,158
2025-04-22 12:46:11,114,408,394,158
2025-04-22 12:47:11,114,408,394,158
2025-04-22 12:48:12,113,409,393,157
2025-04-22 12:49:12,113,409,393,157
2025-04-22 12:50:13,113,409,393,157
2025-04-22 12:51:14,113,409,393,157
2025-04-22 12:52:14,113,409,393,157
2025-04-22 12:53:15,113,409,393,157
2025-04-22 12:54:16,113,409,393,157
2025-04-22 12:55:16,113,409,393,157
2025-04-22 12:56:17,113,409,392,157
2025-04-22 12:57:18,113,409,393,156
2025-04-22 12:58:18,113,409,393,157
2025-04-22 12:59:19,113,409,393,156
2025-04-22 13:00:19,113,409,393,157
2025-04-22 13:01:20,113,409,393,157
2025-04-22 13:02:20,113,409,393,157
2025-04-22 13:03:21,113,410,392,155
2025-04-22 13:04:22,113,410,393,157
2025-04-22 13:05:22,109,407,395,151
2025-04-22 13:06:23,113,410,393,157
2025-04-22 13:07:24,113,410,392,155
2025-04-22 13:08:24,113,410,392,156
2025-04-22 13:09:25,113,410,392,155
2025-04-22 13:10:26,112,409,392,155
2025-04-22 13:11:27,112,409,390,155
2025-04-22 13:12:28,112,409,391,156
2025-04-22 13:13:28,112,409,391,156
2025-04-22 13:14:29,112,409,391,155
2025-04-22 13:15:30,112,409,393,160
2025-04-22 13:16:30,112,409,393,160
2025-04-22 13:17:31,112,409,393,160
2025-04-22 13:18:31,112,409,394,160
2025-04-22 13:19:32,112,409,393,160
2025-04-22 13:20:33,112,408,391,159
2025-04-22 13:21:33,107,410,385,168
2025-04-22 13:22:34,112,410,391,160
2025-04-22 13:23:35,112,409,392,160
2025-04-22 13:24:35,112,410,391,160
2025-04-22 13:25:36,112,409,393,160
2025-04-22 13:26:36,112,409,393,160
2025-04-22 13:27:37,112,409,391,160
2025-04-22 13:28:38,112,408,393,160
2025-04-22 13:29:39,112,409,391,160
2025-04-22 13:30:40,113,408,392,158
2025-04-22 13:31:40,114,408,393,158
2025-04-22 13:32:41,114,407,392,162
2025-04-22 13:33:43,115,407,391,162
2025-04-22 13:34:43,115,406,391,162
2025-04-22 13:35:44,115,406,391,171
2025-04-22 13:36:44,114,406,391,171
2025-04-22 13:37:45,115,404,387,169
2025-04-22 13:38:46,115,406,390,170
2025-04-22 13:39:47,122,405,393,173
2025-04-22 13:40:47,115,406,390,169
2025-04-22 13:41:48,114,405,390,169
2025-04-22 13:42:48,114,405,390,169
2025-04-22 13:43:49,115,406,389,169
2025-04-22 13:44:50,115,406,389,169
2025-04-22 13:45:51,114,404,389,168
2025-04-22 13:46:51,115,405,390,168
2025-04-22 13:47:52,115,406,388,168
2025-04-22 13:48:53,115,406,387,168
2025-04-22 13:49:54,113,404,388,166
2025-04-22 13:50:54,112,404,389,166
2025-04-22 13:51:55,112,406,389,166
2025-04-22 13:52:56,111,405,387,165
2025-04-22 13:53:56,112,406,389,166
2025-04-22 13:54:57,112,405,388,164
2025-04-22 13:55:57,111,405,387,165
2025-04-22 13:56:58,112,406,388,166
2025-04-22 13:57:59,110,409,384,163
2025-04-22 13:58:59,123,406,386,162
2025-04-22 14:00:00,123,406,385,161
2025-04-22 14:01:01,123,406,386,161
2025-04-22 14:02:01,123,406,386,161
2025-04-22 14:03:02,123,406,385,161
2025-04-22 14:04:02,123,406,385,161
2025-04-22 14:05:03,122,408,384,160
2025-04-22 14:06:04,122,408,382,160
2025-04-22 14:07:04,122,408,381,161
2025-04-22 14:08:05,122,407,380,159
2025-04-22 14:09:06,122,407,380,160
2025-04-22 14:10:07,122,407,380,160
2025-04-22 14:11:07,122,407,380,160
2025-04-22 14:12:08,122,406,380,160
2025-04-22 14:13:09,124,406,373,164
2025-04-22 14:14:10,122,405,383,160
2025-04-22 14:15:11,122,404,381,157
2025-04-22 14:16:12,122,405,383,159
2025-04-22 14:17:12,122,405,383,159
2025-04-22 14:18:13,122,405,383,159
2025-04-22 14:19:14,122,405,383,159
2025-04-22 14:20:15,122,405,383,158
2025-04-22 14:21:15,122,405,383,158
2025-04-22 14:22:16,121,405,386,157
2025-04-22 14:23:17,121,405,386,157
2025-04-22 14:24:17,121,405,386,157
2025-04-22 14:25:18,121,405,386,157
2025-04-22 14:26:19,121,405,386,157
2025-04-22 14:27:19,121,405,386,156
2025-04-22 14:28:20,121,405,386,157
2025-04-22 14:29:21,121,405,386,157
2025-04-22 14:30:22,121,405,385,157
2025-04-22 14:31:23,121,405,384,157
2025-04-22 14:32:23,121,404,384,157
2025-04-22 14:33:24,121,404,384,157
2025-04-22 14:34:24,120,404,384,157
2025-04-22 14:35:25,121,407,384,157
2025-04-22 14:36:26,121,404,384,157
2025-04-22 14:37:27,121,404,386,157
2025-04-22 14:38:27,121,404,385,156
2025-04-22 14:39:28,122,404,386,157
2025-04-22 14:40:29,121,404,386,157
2025-04-22 14:41:30,121,404,388,156
2025-04-22 14:42:30,121,404,387,156
2025-04-22 14:43:31,120,404,386,156
2025-04-22 14:44:32,119,404,388,156
2025-04-22 14:45:33,112,406,383,162
2025-04-22 14:46:33,120,404,388,156
2025-04-22 14:47:34,120,404,388,156
2025-04-22 14:48:34,119,404,388,156
2025-04-22 14:49:35,119,404,388,156
2025-04-22 14:50:36,120,404,387,156
2025-04-22 14:51:36,120,403,388,156
2025-04-22 14:52:37,120,403,388,156
2025-04-22 14:53:38,119,403,388,156
2025-04-22 14:54:39,120,403,388,156
2025-04-22 14:55:39,119,403,388,156
2025-04-22 14:56:40,119,403,387,155
2025-04-22 14:57:41,120,403,387,155
2025-04-22 14:58:41,120,403,387,155
2025-04-22 14:59:42,120,403,387,155
2025-04-22 15:00:42,119,403,386,155
2025-04-22 15:01:43,110,403,388,156
2025-04-22 15:02:43,119,403,387,155
2025-04-22 15:03:44,120,403,388,157
2025-04-22 15:04:45,119,403,387,155
2025-04-22 15:05:45,120,403,387,155
2025-04-22 15:06:46,122,403,387,155
2025-04-22 15:07:47,122,403,387,155
2025-04-22 15:08:47,122,403,387,155
2025-04-22 15:09:48,122,403,387,155
2025-04-22 15:10:49,122,403,387,155
2025-04-22 15:11:50,122,403,386,155
2025-04-22 15:12:50,122,403,387,155
2025-04-22 15:13:51,122,403,386,155
2025-04-22 15:14:52,122,403,387,155
2025-04-22 15:15:52,122,403,386,155
2025-04-22 15:16:53,122,403,386,155
2025-04-22 15:17:53,122,403,387,155
2025-04-22 15:18:54,122,403,387,155
2025-04-22 15:19:55,121,403,386,155
2025-04-22 15:20:55,121,403,386,155
2025-04-22 15:21:56,121,403,386,155
2025-04-22 15:22:57,121,403,386,154
2025-04-22 15:23:57,121,403,386,154
2025-04-22 15:24:58,121,403,387,154
2025-04-22 15:25:59,118,406,383,159
2025-04-22 15:27:01,121,403,387,152
2025-04-22 15:28:01,121,403,387,153
2025-04-22 15:29:02,121,403,388,152
2025-04-22 15:30:03,120,403,386,151
2025-04-22 15:31:04,123,403,388,153
2025-04-22 15:32:05,123,403,388,151
2025-04-22 15:33:05,123,403,388,152
2025-04-22 15:34:06,123,403,389,152
2025-04-22 15:35:07,123,403,388,151
2025-04-22 15:36:07,122,402,388,151
2025-04-22 15:37:08,122,402,388,151
2025-04-22 15:38:08,122,402,386,150
2025-04-22 15:39:09,122,402,386,150
2025-04-22 15:40:09,122,402,386,151
2025-04-22 15:41:10,122,402,387,151
2025-04-22 15:42:11,122,402,386,150
2025-04-22 15:43:12,122,402,386,150
2025-04-22 15:44:12,122,402,385,150
2025-04-22 15:45:13,122,402,386,151
2025-04-22 15:46:13,122,402,387,151
2025-04-22 15:47:14,122,402,386,151
2025-04-22 15:48:15,122,402,387,151
2025-04-22 15:49:15,127,402,387,150
2025-04-22 15:50:16,127,402,386,149
2025-04-22 15:51:17,125,400,387,154
2025-04-22 15:52:18,125,400,387,154
2025-04-22 15:53:18,125,400,387,154
2025-04-22 15:54:19,125,400,387,154
2025-04-22 15:55:19,125,400,387,154
2025-04-22 15:56:20,125,400,387,158
2025-04-22 15:57:21,125,400,387,157
2025-04-22 15:58:22,125,400,385,158
2025-04-22 15:59:22,125,400,387,158
2025-04-22 16:00:23,125,400,387,157
2025-04-22 16:01:23,125,400,387,158
2025-04-22 16:02:24,125,400,387,157
2025-04-22 16:03:24,125,400,387,157
2025-04-22 16:04:25,125,400,387,157
2025-04-22 16:05:26,125,400,387,157
2025-04-22 16:06:26,125,400,386,157
2025-04-22 16:07:27,124,398,384,155
2025-04-22 16:08:28,124,398,384,155
2025-04-22 16:09:28,124,398,384,155
2025-04-22 16:10:29,124,398,384,153
2025-04-22 16:11:30,124,398,384,153
2025-04-22 16:12:31,124,398,384,153
2025-04-22 16:13:31,124,398,384,152
2025-04-22 16:14:32,125,397,380,151
2025-04-22 16:15:32,127,396,383,152
2025-04-22 16:16:33,128,396,383,153
2025-04-22 16:17:34,127,396,383,152
2025-04-22 16:18:35,127,396,382,152
2025-04-22 16:19:36,127,396,382,153
2025-04-22 16:20:36,127,396,382,152
2025-04-22 16:21:37,127,398,381,153
2025-04-22 16:22:37,127,398,380,152
2025-04-22 16:23:38,120,404,384,157
2025-04-22 16:24:39,127,398,381,153
2025-04-22 16:25:39,127,398,381,153
2025-04-22 16:26:40,126,398,380,151
2025-04-22 16:27:41,126,398,380,151
2025-04-22 16:28:42,126,399,381,151
2025-04-22 16:29:42,125,397,379,151
2025-04-22 16:30:43,126,397,379,151
2025-04-22 16:31:44,126,398,379,151
2025-04-22 16:32:44,126,398,379,151
2025-04-22 16:33:45,126,398,379,151
2025-04-22 16:34:45,126,397,379,151
2025-04-22 16:35:46,126,397,378,151
2025-04-22 16:36:47,126,398,380,151
2025-04-22 16:37:47,124,399,377,151
2025-04-22 16:38:48,125,399,377,151
2025-04-22 16:39:49,124,398,377,151
2025-04-22 16:40:49,124,399,377,151
2025-04-22 16:41:50,124,399,377,155
2025-04-22 16:42:51,124,399,377,155
2025-04-22 16:43:51,124,398,377,156
2025-04-22 16:44:52,125,399,377,156
2025-04-22 16:45:53,124,399,377,155
2025-04-22 16:46:54,123,398,376,154
2025-04-22 16:47:54,123,398,376,155
2025-04-22 16:48:55,124,398,375,154
2025-04-22 16:49:55,123,398,376,155
2025-04-22 16:50:56,123,397,376,155
2025-04-22 16:51:57,124,397,376,154
2025-04-22 16:52:58,123,397,376,154
2025-04-22 16:53:58,124,395,374,152
2025-04-22 16:54:59,124,395,374,152
2025-04-22 16:55:59,119,400,372,149
2025-04-22 16:57:00,124,395,374,152
2025-04-22 16:58:01,119,401,371,150
2025-04-22 16:59:02,123,395,374,152
2025-04-22 17:00:02,124,395,374,152
