Time,SolarStation,Buka,Hohla,Valera
2025-04-21 18:35:12,91,439,418,125
2025-04-21 18:36:12,90,439,419,126
2025-04-21 18:37:13,90,439,419,126
2025-04-21 18:38:13,91,439,418,125
2025-04-21 18:39:14,90,439,419,126
2025-04-21 18:40:15,94,439,420,129
2025-04-21 18:41:15,91,439,419,124
2025-04-21 18:42:16,90,439,416,123
2025-04-21 18:43:16,91,439,417,122
2025-04-21 18:44:17,90,439,416,123
2025-04-21 18:45:17,91,439,417,122
2025-04-21 18:46:18,91,439,417,122
2025-04-21 18:47:19,91,439,417,122
2025-04-21 18:48:20,90,439,416,123
2025-04-21 18:49:20,90,438,417,125
2025-04-21 18:50:21,90,438,417,125
2025-04-21 18:51:21,91,438,417,122
2025-04-21 18:52:22,91,440,415,123
2025-04-21 18:53:22,91,440,414,120
2025-04-21 18:54:23,87,424,399,118
2025-04-21 18:55:23,87,415,385,112
2025-04-21 18:56:24,86,423,396,117
2025-04-21 18:57:25,86,423,396,117
2025-04-21 18:58:25,86,423,395,117
2025-04-21 18:59:26,86,421,394,117
2025-04-21 19:00:26,86,422,395,117
2025-04-21 19:01:27,85,423,394,117
2025-04-21 19:02:27,85,423,394,116
2025-04-21 19:03:28,85,423,394,116
2025-04-21 19:04:28,85,423,394,117
2025-04-21 19:05:29,85,423,394,116
2025-04-21 19:06:30,85,421,394,116
2025-04-21 19:07:30,85,423,394,116
2025-04-21 19:08:31,85,423,394,116
2025-04-21 19:09:31,85,423,394,117
2025-04-21 19:10:32,85,423,395,117
2025-04-21 19:11:33,85,423,394,116
2025-04-21 19:12:34,85,423,394,117
2025-04-21 19:13:34,85,423,398,116
2025-04-21 19:14:35,85,423,398,116
2025-04-21 19:15:36,93,424,400,127
2025-04-21 19:16:36,85,423,398,116
2025-04-21 19:17:39,85,423,398,115
2025-04-21 19:18:39,85,423,398,115
2025-04-21 19:19:40,84,424,400,116
2025-04-21 19:20:40,84,424,402,116
2025-04-21 19:21:41,84,424,401,116
2025-04-21 19:22:42,84,423,401,122
2025-04-21 19:23:42,84,423,401,122
2025-04-21 19:24:43,85,423,401,120
2025-04-21 19:25:44,83,423,400,120
2025-04-21 19:26:45,82,423,399,120
2025-04-21 19:27:46,83,423,400,120
2025-04-21 19:28:46,83,422,400,119
2025-04-21 19:29:47,81,422,400,122
2025-04-21 19:30:47,84,422,399,120
2025-04-21 19:31:49,82,422,398,121
2025-04-21 19:32:49,82,422,399,121
2025-04-21 19:33:50,81,421,399,122
2025-04-21 19:34:50,82,422,399,121
2025-04-21 19:35:51,81,422,399,122
2025-04-21 19:36:51,81,422,399,122
2025-04-21 19:37:53,84,422,399,120
2025-04-21 19:38:53,81,422,399,122
2025-04-21 19:39:54,80,421,399,121
2025-04-21 19:40:55,81,422,399,120
2025-04-21 19:41:55,80,422,399,121
2025-04-21 19:42:56,81,422,399,120
2025-04-21 19:43:56,83,422,399,119
2025-04-21 19:44:57,83,422,400,120
2025-04-21 19:45:58,81,422,401,121
2025-04-21 19:46:58,80,422,398,117
2025-04-21 19:47:59,82,422,398,118
2025-04-21 19:48:59,74,423,401,120
2025-04-21 19:50:00,80,422,398,118
2025-04-21 19:51:00,82,422,398,118
2025-04-21 19:52:01,82,422,398,118
2025-04-21 19:53:02,80,422,398,126
2025-04-21 19:54:02,82,422,398,128
2025-04-21 19:55:03,80,422,398,126
2025-04-21 19:56:04,82,422,398,126
2025-04-21 19:57:04,82,422,403,126
2025-04-21 19:58:05,82,422,403,126
2025-04-21 19:59:05,80,422,403,127
2025-04-21 20:00:06,82,422,403,126
2025-04-21 20:01:06,80,422,403,126
2025-04-21 20:02:07,72,422,405,135
2025-04-21 20:03:08,80,422,404,125
2025-04-21 20:04:08,80,422,409,136
2025-04-21 20:05:09,81,420,409,135
2025-04-21 20:06:09,80,422,406,132
2025-04-21 20:07:10,81,422,406,132
2025-04-21 20:08:10,80,422,406,132
2025-04-21 20:09:11,80,422,406,134
2025-04-21 20:10:11,80,422,406,134
2025-04-21 20:11:12,81,422,406,132
2025-04-21 20:12:12,80,422,406,134
2025-04-21 20:13:13,81,422,406,132
2025-04-21 20:14:13,81,422,406,132
2025-04-21 20:15:14,81,422,406,132
2025-04-21 20:16:15,93,424,409,143
2025-04-21 20:17:16,80,422,406,134
2025-04-21 20:18:16,80,422,405,133
2025-04-21 20:19:17,80,422,404,132
2025-04-21 20:20:18,80,422,404,133
2025-04-21 20:21:18,80,422,404,131
2025-04-21 20:22:19,80,421,404,133
2025-04-21 20:23:19,80,421,404,133
2025-04-21 20:24:20,80,421,403,132
2025-04-21 20:25:20,80,421,403,132
2025-04-21 20:26:21,80,421,403,132
2025-04-21 20:27:22,80,421,403,132
2025-04-21 20:28:22,80,421,403,130
2025-04-21 20:29:23,80,420,403,131
2025-04-21 20:30:23,80,421,403,131
2025-04-21 20:31:24,80,421,405,132
2025-04-21 20:32:24,80,421,404,131
2025-04-21 20:33:25,80,421,404,131
2025-04-21 20:34:26,80,421,404,131
2025-04-21 20:35:26,80,421,404,131
2025-04-21 20:36:27,80,422,406,130
2025-04-21 20:37:27,80,422,406,130
2025-04-21 20:38:28,80,422,407,130
2025-04-21 20:39:29,79,421,407,128
2025-04-21 20:40:29,79,421,407,128
2025-04-21 20:41:30,80,421,407,127
2025-04-21 20:42:30,79,421,406,128
2025-04-21 20:43:31,79,421,406,128
2025-04-21 20:44:32,79,421,407,128
2025-04-21 20:45:32,79,421,407,125
2025-04-21 20:46:33,79,422,406,126
2025-04-21 20:47:33,79,422,406,126
2025-04-21 20:48:34,79,421,407,125
2025-04-21 20:49:35,79,421,407,125
2025-04-21 20:50:35,79,421,407,127
2025-04-21 20:51:36,79,421,407,125
2025-04-21 20:52:36,79,420,406,126
2025-04-21 20:53:37,79,420,404,125
2025-04-21 20:54:37,79,420,404,127
2025-04-21 20:55:38,79,420,404,125
2025-04-21 20:56:39,79,420,413,122
2025-04-21 20:57:39,79,420,405,126
2025-04-21 20:58:40,79,420,405,123
2025-04-21 20:59:40,79,420,404,127
2025-04-21 21:00:41,79,418,404,126
2025-04-21 21:01:41,79,419,404,125
2025-04-21 21:02:42,79,419,405,126
2025-04-21 21:03:42,79,419,405,126
2025-04-21 21:04:43,79,418,403,126
2025-04-21 21:05:44,79,419,404,126
2025-04-21 21:06:44,79,419,402,125
2025-04-21 21:07:45,79,418,403,126
2025-04-21 21:08:46,79,418,403,124
2025-04-21 21:09:47,79,418,403,125
2025-04-21 21:10:47,79,418,403,125
2025-04-21 21:11:48,79,420,405,124
2025-04-21 21:12:48,79,420,405,124
2025-04-21 21:13:49,78,420,405,122
2025-04-21 21:14:49,78,420,405,122
2025-04-21 21:15:50,78,420,404,121
2025-04-21 21:16:50,78,420,404,122
2025-04-21 21:17:51,78,420,404,122
2025-04-21 21:18:52,78,420,403,121
2025-04-21 21:19:52,78,420,402,120
2025-04-21 21:20:53,78,420,402,120
2025-04-21 21:21:53,78,420,401,119
2025-04-21 21:22:54,78,420,401,119
2025-04-21 21:23:55,78,420,401,119
2025-04-21 21:24:55,78,420,402,120
2025-04-21 21:25:56,78,420,402,127
2025-04-21 21:26:56,78,420,402,127
2025-04-21 21:27:57,78,420,401,126
2025-04-21 21:28:58,78,420,402,127
2025-04-21 21:29:58,78,420,401,126
2025-04-21 21:30:59,78,420,402,127
2025-04-21 21:31:59,76,420,400,124
2025-04-21 21:33:00,78,420,402,127
2025-04-21 21:34:00,78,420,402,127
2025-04-21 21:35:01,78,420,402,127
2025-04-21 21:36:02,78,420,400,126
2025-04-21 21:37:02,78,420,400,126
2025-04-21 21:38:03,77,431,405,148
2025-04-21 21:39:04,76,431,417,153
2025-04-21 21:40:04,76,432,408,154
2025-04-21 21:41:05,76,434,408,154
2025-04-21 21:42:05,76,433,408,154
2025-04-21 21:43:06,76,433,408,154
2025-04-21 21:44:06,76,433,408,154
2025-04-21 21:45:07,76,433,408,154
2025-04-21 21:46:07,76,432,408,154
2025-04-21 21:47:08,76,432,408,154
2025-04-21 21:48:09,76,432,408,154
2025-04-21 21:49:09,76,432,408,154
2025-04-21 21:50:10,76,432,408,154
2025-04-21 21:51:11,76,432,408,153
2025-04-21 21:52:11,76,432,408,153
2025-04-21 21:53:12,76,432,408,153
2025-04-21 21:54:13,76,432,408,153
2025-04-21 21:55:13,76,432,408,153
2025-04-21 21:56:14,76,432,408,153
2025-04-21 21:57:14,76,432,408,153
2025-04-21 21:58:15,76,431,408,153
2025-04-21 21:59:15,76,431,408,153
2025-04-21 22:00:16,76,431,408,153
2025-04-21 22:01:16,76,431,408,153
2025-04-21 22:02:17,75,434,408,153
2025-04-21 22:03:18,74,434,408,153
2025-04-21 22:04:19,74,435,408,153
2025-04-21 22:05:20,74,435,408,152
2025-04-21 22:06:21,74,435,408,152
2025-04-21 22:07:21,74,433,408,152
2025-04-21 22:08:22,74,431,407,152
2025-04-21 22:09:23,74,431,407,152
2025-04-21 22:10:23,74,430,407,152
2025-04-21 22:11:24,77,431,407,151
2025-04-21 22:12:24,77,431,407,151
2025-04-21 22:13:25,76,431,406,151
2025-04-21 22:14:26,74,431,406,151
2025-04-21 22:15:26,74,431,406,151
2025-04-21 22:16:27,74,431,406,151
2025-04-21 22:17:27,74,431,406,151
2025-04-21 22:18:28,74,431,405,151
2025-04-21 22:19:29,74,431,406,151
2025-04-21 22:20:29,73,431,406,151
2025-04-21 22:21:30,73,430,404,150
2025-04-21 22:22:30,72,430,404,150
2025-04-21 22:23:31,72,430,404,149
2025-04-21 22:24:31,72,433,403,147
2025-04-21 22:25:32,72,433,403,147
2025-04-21 22:26:32,72,433,403,147
2025-04-21 22:27:33,73,432,403,147
2025-04-21 22:28:34,73,431,404,148
2025-04-21 22:29:34,72,432,404,148
2025-04-21 22:30:35,73,431,404,148
2025-04-21 22:31:35,72,432,404,148
2025-04-21 22:32:36,72,432,404,148
2025-04-21 22:33:36,71,432,404,148
2025-04-21 22:34:37,72,430,403,147
2025-04-21 22:35:38,71,429,402,145
2025-04-21 22:36:38,71,431,403,147
2025-04-21 22:37:39,72,430,403,147
2025-04-21 22:38:39,71,431,403,147
2025-04-21 22:39:40,71,431,403,147
2025-04-21 22:40:41,72,430,403,147
2025-04-21 22:41:41,71,431,403,147
2025-04-21 22:42:42,71,431,403,147
2025-04-21 22:43:42,71,429,402,146
2025-04-21 22:44:43,71,430,403,147
2025-04-21 22:45:44,71,430,403,147
2025-04-21 22:46:44,71,430,404,149
2025-04-21 22:47:45,72,430,404,149
2025-04-21 22:48:45,71,430,404,149
2025-04-21 22:49:46,72,430,404,149
2025-04-21 22:50:46,71,430,404,149
2025-04-21 22:51:47,71,430,404,149
2025-04-21 22:52:47,71,430,404,149
2025-04-21 22:53:48,72,430,404,149
2025-04-21 22:54:48,72,430,404,149
2025-04-21 22:55:49,72,430,404,149
2025-04-21 22:56:50,72,430,404,149
2025-04-21 22:57:50,71,429,404,149
2025-04-21 22:58:51,71,429,404,149
2025-04-21 22:59:51,71,429,404,149
2025-04-21 23:00:52,72,429,404,149
2025-04-21 23:01:53,72,432,402,147
2025-04-21 23:02:53,72,432,401,147
2025-04-21 23:03:54,75,431,402,147
2025-04-21 23:04:54,75,431,402,147
2025-04-21 23:05:55,75,431,402,147
2025-04-21 23:06:55,75,431,402,147
2025-04-21 23:07:56,75,431,402,147
2025-04-21 23:08:56,73,431,401,147
2025-04-21 23:09:57,73,430,400,147
2025-04-21 23:10:57,73,430,400,147
2025-04-21 23:11:58,73,430,400,147
2025-04-21 23:12:58,73,430,400,147
2025-04-21 23:13:59,73,430,400,147
2025-04-21 23:14:59,73,429,400,147
2025-04-21 23:16:00,73,429,400,147
2025-04-21 23:17:00,73,429,400,147
2025-04-21 23:18:01,73,429,400,147
2025-04-21 23:19:02,73,427,400,152
2025-04-21 23:20:02,73,427,400,152
2025-04-21 23:21:03,73,427,402,151
2025-04-21 23:22:04,73,427,402,151
2025-04-21 23:23:04,73,427,402,151
2025-04-21 23:24:05,73,427,402,151
2025-04-21 23:25:05,73,427,402,151
2025-04-21 23:26:06,73,427,402,151
2025-04-21 23:27:07,73,425,401,156
2025-04-21 23:28:07,73,427,400,156
2025-04-21 23:29:08,73,427,400,155
2025-04-21 23:30:08,73,427,400,156
2025-04-21 23:31:09,73,426,400,156
2025-04-21 23:32:09,73,427,400,156
2025-04-21 23:33:10,75,426,400,153
2025-04-21 23:34:11,75,426,400,153
2025-04-21 23:35:11,75,426,400,153
2025-04-21 23:36:12,75,426,400,153
2025-04-21 23:37:12,75,426,400,153
2025-04-21 23:38:13,75,426,400,153
2025-04-21 23:39:13,74,426,400,153
2025-04-21 23:40:14,74,426,400,152
2025-04-21 23:41:15,74,426,400,152
2025-04-21 23:42:15,74,426,400,151
2025-04-21 23:43:16,70,431,406,173
2025-04-21 23:44:16,74,426,400,151
2025-04-21 23:45:17,84,425,400,151
2025-04-21 23:46:17,84,425,400,152
2025-04-21 23:47:18,84,425,400,151
2025-04-21 23:48:18,84,425,400,151
2025-04-21 23:49:19,84,427,400,151
2025-04-21 23:50:19,84,427,400,151
2025-04-21 23:51:20,84,426,401,151
2025-04-21 23:52:21,84,426,400,151
2025-04-21 23:53:21,84,426,400,151
2025-04-21 23:54:22,90,431,400,148
2025-04-21 23:55:23,90,431,400,148
2025-04-21 23:56:24,90,431,400,148
2025-04-21 23:57:24,89,429,401,148
2025-04-21 23:58:25,90,430,400,148
2025-04-21 23:59:25,89,429,402,148
2025-04-22 00:00:26,88,428,402,148
2025-04-22 00:01:26,89,428,402,148
2025-04-22 00:02:27,87,432,401,148
2025-04-22 00:03:27,87,432,401,148
2025-04-22 00:04:28,87,432,401,148
2025-04-22 00:05:28,87,432,401,148
2025-04-22 00:06:29,83,429,399,148
2025-04-22 00:07:30,87,432,401,148
2025-04-22 00:08:30,86,432,401,148
2025-04-22 00:09:31,87,432,401,148
2025-04-22 00:10:31,86,432,401,148
2025-04-22 00:11:32,87,432,401,148
2025-04-22 00:12:32,86,432,401,148
2025-04-22 00:13:33,86,432,401,148
2025-04-22 00:14:33,87,432,401,148
2025-04-22 00:15:34,87,432,401,148
2025-04-22 00:16:35,86,432,401,148
2025-04-22 00:17:35,86,432,400,148
2025-04-22 00:18:36,86,432,400,148
2025-04-22 00:19:36,87,432,400,148
2025-04-22 00:20:37,87,432,400,148
2025-04-22 00:21:37,87,431,399,148
2025-04-22 00:22:38,86,431,399,148
2025-04-22 00:23:38,87,431,399,148
2025-04-22 00:24:39,86,432,399,148
2025-04-22 00:25:39,87,431,399,148
2025-04-22 00:26:40,87,431,400,148
2025-04-22 00:27:41,87,431,400,148
2025-04-22 00:28:41,87,431,400,148
2025-04-22 00:29:42,86,430,400,148
2025-04-22 00:30:43,87,431,400,148
2025-04-22 00:31:43,87,431,400,148
2025-04-22 00:32:44,87,431,400,148
2025-04-22 00:33:44,87,431,400,148
2025-04-22 00:34:45,86,431,400,148
2025-04-22 00:35:46,86,431,400,148
2025-04-22 00:36:46,87,431,400,148
2025-04-22 00:37:47,86,430,405,148
2025-04-22 00:38:48,86,430,405,148
2025-04-22 00:39:48,86,428,405,148
2025-04-22 00:40:49,86,430,404,148
2025-04-22 00:41:49,86,430,404,148
2025-04-22 00:42:50,86,430,404,148
2025-04-22 00:43:51,86,430,404,148
2025-04-22 00:44:51,86,430,404,148
2025-04-22 00:45:52,86,430,404,148
2025-04-22 00:46:52,86,430,404,148
2025-04-22 00:47:53,85,429,403,148
2025-04-22 00:48:53,85,429,404,148
2025-04-22 00:49:54,85,429,404,148
2025-04-22 00:50:55,85,428,402,148
2025-04-22 00:51:55,85,428,402,148
2025-04-22 00:52:56,85,428,402,148
2025-04-22 00:53:56,85,428,403,148
2025-04-22 00:54:57,85,427,403,148
2025-04-22 00:55:57,75,430,408,161
2025-04-22 00:56:58,85,428,403,148
2025-04-22 00:57:58,85,427,403,148
2025-04-22 00:58:59,85,428,403,148
2025-04-22 01:00:00,85,428,403,148
2025-04-22 01:01:00,86,428,404,146
2025-04-22 01:02:01,86,428,404,146
2025-04-22 01:03:01,85,428,404,146
2025-04-22 01:04:02,85,428,404,146
2025-04-22 01:05:03,84,429,404,144
2025-04-22 01:06:03,83,429,404,144
2025-04-22 01:07:04,84,430,404,144
2025-04-22 01:08:05,83,430,404,144
2025-04-22 01:09:05,85,430,404,144
2025-04-22 01:10:06,87,429,404,144
2025-04-22 01:11:06,87,429,404,144
2025-04-22 01:12:07,87,433,404,147
2025-04-22 01:13:07,86,433,403,147
2025-04-22 01:14:08,85,433,402,145
2025-04-22 01:15:09,86,433,402,147
2025-04-22 01:16:09,86,433,403,147
2025-04-22 01:17:10,88,433,403,147
2025-04-22 01:18:10,88,433,403,147
2025-04-22 01:19:11,88,433,402,145
2025-04-22 01:20:12,88,433,403,147
2025-04-22 01:21:12,88,433,403,147
2025-04-22 01:22:13,88,433,403,147
2025-04-22 01:23:13,88,433,403,147
2025-04-22 01:24:14,88,433,403,147
2025-04-22 01:25:15,88,433,403,145
2025-04-22 01:26:15,88,433,402,146
2025-04-22 01:27:16,88,433,402,146
2025-04-22 01:28:16,88,433,402,145
2025-04-22 01:29:17,88,433,402,145
2025-04-22 01:30:17,88,433,402,146
2025-04-22 01:31:18,88,433,402,146
2025-04-22 01:32:19,88,433,402,145
2025-04-22 01:33:19,88,433,402,146
2025-04-22 01:34:20,88,433,402,146
2025-04-22 01:35:20,90,433,402,145
2025-04-22 01:36:21,90,433,402,146
2025-04-22 01:37:22,89,433,402,146
2025-04-22 01:38:22,89,433,402,146
2025-04-22 01:39:23,87,431,402,143
2025-04-22 01:40:23,89,433,409,146
2025-04-22 01:41:24,89,433,402,146
2025-04-22 01:42:25,89,433,402,146
2025-04-22 01:43:25,89,433,402,146
2025-04-22 01:44:26,89,433,402,146
2025-04-22 01:45:27,89,433,403,146
2025-04-22 01:46:27,89,433,403,146
2025-04-22 01:47:28,89,431,403,146
2025-04-22 01:48:28,89,431,402,145
2025-04-22 01:49:29,89,431,403,146
2025-04-22 01:50:30,88,430,403,146
2025-04-22 01:51:31,89,431,403,146
2025-04-22 01:52:31,89,431,403,146
2025-04-22 01:53:32,89,431,403,146
2025-04-22 01:54:33,89,431,403,146
2025-04-22 01:55:33,89,431,403,146
2025-04-22 01:56:34,89,431,403,146
2025-04-22 01:57:35,89,431,403,146
2025-04-22 01:58:35,89,431,403,148
2025-04-22 01:59:36,89,432,403,145
2025-04-22 02:00:36,89,428,398,143
2025-04-22 02:01:37,89,431,401,146
2025-04-22 02:02:38,89,431,401,145
2025-04-22 02:03:38,89,431,401,146
2025-04-22 02:04:39,89,431,401,146
2025-04-22 02:05:39,100,428,406,161
2025-04-22 02:06:40,100,427,406,160
2025-04-22 02:07:40,93,430,407,164
2025-04-22 02:08:41,100,427,406,160
2025-04-22 02:09:41,100,426,406,160
2025-04-22 02:10:42,100,426,406,160
2025-04-22 02:11:43,100,426,406,160
2025-04-22 02:12:43,100,426,406,160
2025-04-22 02:13:44,100,426,406,160
2025-04-22 02:14:44,100,426,406,160
2025-04-22 02:15:45,100,426,406,160
2025-04-22 02:16:46,100,426,406,160
2025-04-22 02:17:46,100,426,406,160
2025-04-22 02:18:47,100,426,406,160
2025-04-22 02:19:47,100,426,406,160
2025-04-22 02:20:48,100,426,406,160
2025-04-22 02:21:48,100,426,406,159
2025-04-22 02:22:49,100,426,406,159
2025-04-22 02:23:50,99,426,406,159
2025-04-22 02:24:50,99,426,406,159
2025-04-22 02:25:51,99,426,406,159
2025-04-22 02:26:51,99,426,406,159
2025-04-22 02:27:52,99,426,406,159
2025-04-22 02:28:53,99,426,406,158
2025-04-22 02:29:53,99,425,405,158
2025-04-22 02:30:54,99,425,405,158
2025-04-22 02:31:55,99,425,403,158
2025-04-22 02:32:56,99,424,403,157
2025-04-22 02:33:56,99,424,407,156
2025-04-22 02:34:57,99,424,407,157
2025-04-22 02:35:57,99,424,407,156
2025-04-22 02:36:58,99,424,407,156
2025-04-22 02:37:59,97,423,407,156
2025-04-22 02:38:59,99,422,407,156
2025-04-22 02:40:00,99,424,407,155
2025-04-22 02:41:01,99,424,407,155
2025-04-22 02:42:01,99,424,407,155
2025-04-22 02:43:02,102,423,406,153
2025-04-22 02:44:03,102,423,406,153
2025-04-22 02:45:03,103,422,406,153
2025-04-22 02:46:04,103,422,406,153
2025-04-22 02:47:05,101,422,406,153
2025-04-22 02:48:05,102,422,406,153
2025-04-22 02:49:06,103,422,406,153
2025-04-22 02:50:06,101,422,406,153
2025-04-22 02:51:07,102,422,406,153
2025-04-22 02:52:08,102,421,406,153
2025-04-22 02:53:08,101,421,406,153
2025-04-22 02:54:09,101,421,406,153
2025-04-22 02:55:09,101,421,406,153
2025-04-22 02:56:10,101,421,406,153
2025-04-22 02:57:10,101,421,406,153
2025-04-22 02:58:11,102,421,406,152
2025-04-22 02:59:11,102,421,406,152
2025-04-22 03:00:12,110,422,409,160
2025-04-22 03:01:12,101,421,405,152
2025-04-22 03:02:13,101,421,405,152
2025-04-22 03:03:14,101,421,405,153
2025-04-22 03:04:14,101,421,405,152
2025-04-22 03:05:15,101,421,405,153
2025-04-22 03:06:15,101,423,403,152
2025-04-22 03:07:16,101,423,403,152
2025-04-22 03:08:17,101,423,403,151
2025-04-22 03:09:17,101,423,403,148
2025-04-22 03:10:18,101,423,403,151
2025-04-22 03:11:18,101,423,403,151
2025-04-22 03:12:19,101,423,403,150
2025-04-22 03:13:19,101,423,403,150
2025-04-22 03:14:20,101,422,403,150
2025-04-22 03:15:21,104,417,403,150
2025-04-22 03:16:21,101,423,403,151
2025-04-22 03:17:22,101,423,403,151
2025-04-22 03:18:22,102,423,403,150
2025-04-22 03:19:23,102,423,403,150
2025-04-22 03:20:25,102,423,403,151
2025-04-22 03:21:25,102,422,403,151
2025-04-22 03:22:26,102,423,403,151
2025-04-22 03:23:26,105,423,403,150
2025-04-22 03:24:27,108,423,402,149
2025-04-22 03:25:28,107,423,402,149
2025-04-22 03:26:28,108,422,401,149
2025-04-22 03:27:29,107,423,401,146
2025-04-22 03:28:29,108,423,401,146
2025-04-22 03:29:30,107,423,401,146
2025-04-22 03:30:30,108,423,401,146
2025-04-22 03:31:31,107,422,401,146
2025-04-22 03:32:32,108,422,400,146
2025-04-22 03:33:32,107,423,401,146
2025-04-22 03:34:33,108,423,401,146
2025-04-22 03:35:34,107,423,401,146
2025-04-22 03:36:35,108,423,401,146
2025-04-22 03:37:36,108,423,401,146
2025-04-22 03:38:36,105,423,402,145
2025-04-22 03:39:37,106,423,404,145
2025-04-22 03:40:37,106,423,404,145
2025-04-22 03:41:38,105,423,403,144
2025-04-22 03:42:38,105,423,403,144
2025-04-22 03:43:39,105,423,403,144
2025-04-22 03:44:40,106,423,404,145
2025-04-22 03:45:40,105,425,405,154
2025-04-22 03:46:41,106,425,406,154
2025-04-22 03:47:41,105,427,405,154
2025-04-22 03:48:42,105,428,405,154
2025-04-22 03:49:43,105,428,405,153
2025-04-22 03:50:43,105,428,405,154
2025-04-22 03:51:44,105,428,405,153
2025-04-22 03:52:44,105,427,405,154
2025-04-22 03:53:45,104,426,405,158
2025-04-22 03:54:46,105,427,405,157
2025-04-22 03:55:46,105,426,405,158
2025-04-22 03:56:47,105,426,405,158
2025-04-22 03:57:47,105,427,405,157
2025-04-22 03:58:48,104,425,405,158
2025-04-22 03:59:48,119,426,404,155
2025-04-22 04:00:49,108,427,404,157
2025-04-22 04:01:49,108,427,404,157
2025-04-22 04:02:50,108,427,404,157
2025-04-22 04:03:50,108,427,405,157
2025-04-22 04:06:52,108,427,405,157
2025-04-22 04:07:53,108,427,405,157
2025-04-22 04:08:53,108,427,405,157
2025-04-22 04:09:54,108,427,409,157
2025-04-22 04:10:54,108,427,409,157
2025-04-22 04:11:55,110,426,409,155
2025-04-22 04:12:56,116,426,409,164
2025-04-22 04:13:56,117,426,410,164
2025-04-22 04:14:57,117,426,410,164
2025-04-22 04:15:57,117,426,410,164
2025-04-22 04:16:58,117,426,410,164
2025-04-22 04:17:58,117,426,410,164
2025-04-22 04:18:59,116,425,410,164
2025-04-22 04:19:59,116,426,410,163
2025-04-22 04:21:00,116,426,410,163
2025-04-22 04:22:01,117,426,410,164
2025-04-22 04:23:01,116,425,410,164
2025-04-22 04:24:02,116,426,410,163
2025-04-22 04:25:02,117,426,409,163
2025-04-22 04:26:03,117,426,409,163
2025-04-22 04:27:04,116,426,409,163
2025-04-22 04:28:04,116,426,409,163
2025-04-22 04:29:05,117,426,409,163
2025-04-22 04:30:05,114,425,409,167
2025-04-22 04:31:06,114,426,409,167
2025-04-22 04:32:06,115,426,409,167
2025-04-22 04:33:07,114,425,409,167
2025-04-22 04:34:08,114,426,409,167
2025-04-22 04:35:08,115,426,409,167
2025-04-22 04:36:09,115,426,409,167
2025-04-22 04:37:10,114,425,408,167
2025-04-22 04:38:10,114,425,409,167
2025-04-22 04:39:11,115,426,409,167
2025-04-22 04:40:11,114,426,409,167
2025-04-22 04:41:12,114,426,409,167
2025-04-22 04:42:13,115,426,409,167
2025-04-22 04:43:13,114,426,409,167
2025-04-22 04:44:14,114,426,409,167
2025-04-22 04:45:14,114,426,409,166
2025-04-22 04:46:15,114,426,409,166
2025-04-22 04:47:16,115,425,408,166
2025-04-22 04:48:16,114,424,408,166
2025-04-22 04:49:17,114,424,408,166
2025-04-22 04:50:17,114,424,408,166
2025-04-22 04:51:18,115,425,408,166
2025-04-22 04:52:19,112,424,408,166
2025-04-22 04:53:19,113,424,408,166
2025-04-22 04:54:20,112,424,408,166
2025-04-22 04:55:21,115,425,410,169
2025-04-22 04:56:21,113,424,408,166
2025-04-22 04:57:22,112,423,408,166
2025-04-22 04:58:22,112,423,411,166
2025-04-22 04:59:23,111,423,410,166
2025-04-22 05:00:23,111,423,410,166
2025-04-22 05:01:24,111,423,411,166
2025-04-22 05:02:25,112,423,411,166
2025-04-22 05:03:25,112,423,410,166
2025-04-22 05:04:26,110,423,410,166
2025-04-22 05:05:26,112,423,410,166
2025-04-22 05:06:27,110,423,410,166
2025-04-22 05:07:27,112,423,410,166
2025-04-22 05:08:28,107,418,415,176
2025-04-22 05:09:28,110,423,410,166
2025-04-22 05:10:29,104,427,416,174
2025-04-22 05:11:30,112,423,410,166
2025-04-22 05:12:30,107,421,420,165
2025-04-22 05:13:31,111,423,410,166
2025-04-22 05:14:31,112,423,410,165
2025-04-22 05:15:32,118,423,408,165
2025-04-22 05:16:33,120,423,408,165
2025-04-22 05:17:34,120,423,409,165
2025-04-22 05:18:35,120,423,408,165
2025-04-22 05:19:35,120,423,408,165
2025-04-22 05:20:36,120,423,408,164
2025-04-22 05:21:37,120,423,408,164
2025-04-22 05:22:37,120,423,408,164
2025-04-22 05:23:38,120,423,408,164
2025-04-22 05:24:38,120,423,411,163
2025-04-22 05:25:39,120,423,412,163
2025-04-22 05:26:39,120,423,411,163
2025-04-22 05:27:40,120,423,411,163
2025-04-22 05:28:41,119,423,413,169
2025-04-22 05:29:41,119,423,413,169
2025-04-22 05:30:42,119,423,413,169
2025-04-22 05:31:42,119,423,413,169
2025-04-22 05:32:43,119,423,414,169
2025-04-22 05:33:44,119,423,414,169
2025-04-22 05:34:44,119,423,415,169
2025-04-22 05:35:45,119,423,414,169
2025-04-22 05:36:45,115,423,411,165
2025-04-22 05:37:46,115,423,411,165
2025-04-22 05:38:46,115,421,412,165
2025-04-22 05:39:47,115,421,412,165
2025-04-22 05:40:48,115,421,419,165
2025-04-22 05:41:49,115,421,419,165
2025-04-22 05:42:49,115,421,419,165
2025-04-22 05:43:50,115,421,419,165
2025-04-22 05:44:50,115,421,419,165
2025-04-22 05:45:51,115,421,419,165
2025-04-22 05:46:51,115,421,419,165
2025-04-22 05:47:52,115,421,419,165
