Time;SerGo;SolarStation;LikePool;Buka;Hohla;Valera
05.03.2025 20:29;448;1175;540;995;1064;127
05.03.2025 20:30;447;1175;540;995;1064;127
05.03.2025 20:31;448;1175;540;995;1064;128
05.03.2025 20:32;448;1175;540;995;1064;127
05.03.2025 20:33;448;1175;540;995;1064;128
05.03.2025 20:34;448;1175;540;995;1064;128
05.03.2025 20:35;447;1175;540;995;1064;128
05.03.2025 20:36;448;1175;540;995;1064;127
05.03.2025 20:37;448;1175;540;995;1064;128
05.03.2025 20:38;448;1175;540;995;1064;128
05.03.2025 20:39;448;1175;540;995;1064;128
05.03.2025 20:40;448;1175;540;995;1064;127
05.03.2025 20:41;448;1175;540;995;1064;127
05.03.2025 20:42;448;1175;541;995;1064;127
05.03.2025 20:43;448;1175;540;993;1064;127
05.03.2025 20:44;446;1175;539;994;1064;127
05.03.2025 20:45;448;1175;539;993;1064;128
05.03.2025 20:46;448;1175;540;992;1064;127
05.03.2025 20:47;448;1175;540;992;1064;127
05.03.2025 20:48;448;1175;539;992;1064;135
05.03.2025 20:49;448;1175;540;992;1064;127
05.03.2025 20:50;448;1175;540;992;1064;127
05.03.2025 20:51;448;1175;539;992;1064;127
05.03.2025 20:52;448;1175;540;991;1064;127
05.03.2025 20:53;448;1175;540;992;1064;128
05.03.2025 20:54;448;1175;540;991;1064;128
05.03.2025 20:55;448;1175;539;991;1064;128
05.03.2025 20:56;448;1175;540;992;1064;128
05.03.2025 20:57;448;1175;540;992;1064;128
05.03.2025 20:58;448;1175;540;992;1064;128
05.03.2025 20:59;448;1175;540;992;1064;129
05.03.2025 21:00;448;1175;540;991;1064;128
05.03.2025 21:01;448;1175;540;992;1064;129
05.03.2025 21:02;449;1175;539;991;1064;126
05.03.2025 21:03;448;1175;540;991;1064;127
05.03.2025 21:04;448;1175;540;991;1064;127
05.03.2025 21:05;448;1175;540;991;1064;127
05.03.2025 21:06;448;1175;540;991;1064;127
05.03.2025 21:07;448;1175;540;991;1064;127
05.03.2025 21:08;448;1175;540;991;1064;127
05.03.2025 21:09;448;1175;540;990;1064;127
05.03.2025 21:10;448;1175;540;989;1064;128
05.03.2025 21:11;448;1175;540;989;1064;127
05.03.2025 21:12;448;1175;540;989;1064;126
05.03.2025 21:13;448;1175;539;989;1064;125
05.03.2025 21:14;448;1175;539;989;1064;127
05.03.2025 21:15;448;1175;539;989;1064;127
05.03.2025 21:16;448;1175;537;988;1064;124
05.03.2025 21:17;448;1175;539;989;1064;128
05.03.2025 21:18;449;1175;538;989;1064;126
05.03.2025 21:19;448;1175;539;989;1064;128
05.03.2025 21:20;448;1175;538;989;1064;128
05.03.2025 21:21;449;1175;539;989;1064;128
05.03.2025 21:22;449;1175;539;989;1064;128
05.03.2025 21:23;449;1175;539;989;1064;128
05.03.2025 21:24;448;1175;538;989;1064;125
05.03.2025 21:25;449;1175;538;989;1064;126
05.03.2025 21:26;449;1175;538;989;1064;125
05.03.2025 21:27;449;1175;538;989;1064;125
05.03.2025 21:28;449;1175;538;989;1064;126
05.03.2025 21:29;449;1175;538;988;1064;125
05.03.2025 21:31;449;1175;537;988;1064;125
05.03.2025 21:32;448;1175;538;988;1064;125
05.03.2025 21:33;449;1175;538;988;1064;125
05.03.2025 21:34;449;1175;537;988;1064;125
05.03.2025 21:35;449;1175;538;988;1064;125
05.03.2025 21:36;449;1175;538;988;1064;125
05.03.2025 21:37;449;1175;538;988;1064;130
05.03.2025 21:38;449;1175;538;988;1064;129
05.03.2025 21:39;449;1175;538;988;1064;129
05.03.2025 21:40;449;1175;538;987;1064;130
05.03.2025 21:41;449;1175;538;988;1064;130
05.03.2025 21:42;449;1175;538;988;1064;129
05.03.2025 21:43;449;1175;538;988;1064;130
05.03.2025 21:44;449;1175;538;988;1064;129
05.03.2025 21:45;449;1174;531;986;1061;129
05.03.2025 21:46;449;1174;531;986;1061;130
05.03.2025 21:47;449;1174;531;986;1061;130
05.03.2025 21:48;449;1174;531;986;1061;129
05.03.2025 21:49;449;1174;531;986;1061;129
05.03.2025 21:50;448;1174;531;986;1061;130
05.03.2025 21:51;449;1174;531;985;1061;129
05.03.2025 21:52;448;1174;531;986;1061;129
05.03.2025 21:53;449;1174;531;986;1061;129
05.03.2025 21:54;448;1174;531;986;1061;129
05.03.2025 21:55;448;1174;531;986;1061;129
05.03.2025 21:56;449;1174;531;986;1061;130
05.03.2025 21:57;449;1174;531;986;1061;129
05.03.2025 21:58;448;1174;531;986;1061;129
05.03.2025 21:59;449;1174;531;984;1061;130
05.03.2025 22:00;448;1174;531;986;1061;129
05.03.2025 22:01;447;1174;530;984;1061;129
05.03.2025 22:02;449;1174;531;986;1061;129
05.03.2025 22:03;447;1174;522;984;1061;128
05.03.2025 22:04;447;1173;522;984;1061;128
05.03.2025 22:05;447;1173;521;983;1061;128
05.03.2025 22:06;448;1173;521;983;1061;128
05.03.2025 22:07;448;1173;521;982;1060;128
05.03.2025 22:08;448;1173;521;983;1060;128
05.03.2025 22:09;447;1173;521;982;1060;128
05.03.2025 22:10;447;1173;520;982;1060;128
05.03.2025 22:11;448;1173;521;983;1060;128
05.03.2025 22:12;448;1172;518;983;1060;128
05.03.2025 22:13;448;1172;512;982;1060;128
05.03.2025 22:14;448;1172;514;982;1060;127
05.03.2025 22:15;448;1172;513;982;1060;127
05.03.2025 22:16;448;1172;515;982;1060;127
05.03.2025 22:17;448;1172;507;981;1059;126
05.03.2025 22:18;448;1172;507;981;1059;126
05.03.2025 22:19;448;1172;507;981;1059;126
05.03.2025 22:20;448;1172;507;981;1059;126
05.03.2025 22:21;448;1172;507;981;1059;126
05.03.2025 22:22;448;1172;507;981;1059;126
05.03.2025 22:23;448;1171;507;981;1059;126
05.03.2025 22:24;448;1171;507;981;1059;126
05.03.2025 22:25;448;1171;507;981;1059;126
05.03.2025 22:26;448;1170;507;981;1059;124
05.03.2025 22:27;448;1170;507;981;1059;125
05.03.2025 22:28;448;1170;507;981;1059;125
05.03.2025 22:29;448;1170;507;981;1059;125
05.03.2025 22:30;448;1170;507;981;1059;125
05.03.2025 22:31;448;1170;507;981;1059;125
05.03.2025 22:32;448;1170;507;981;1059;125
05.03.2025 22:33;448;1170;507;981;1059;125
05.03.2025 22:34;448;1170;507;981;1059;125
05.03.2025 22:35;448;1170;507;981;1059;125
05.03.2025 22:36;448;1170;507;981;1059;125
05.03.2025 22:37;448;1170;507;981;1059;125
05.03.2025 22:38;448;1170;507;981;1059;125
05.03.2025 22:39;448;1170;507;981;1059;125
05.03.2025 22:40;448;1170;507;981;1059;125
05.03.2025 22:41;448;1170;507;981;1059;125
05.03.2025 22:42;448;1170;507;981;1059;125
05.03.2025 22:43;448;1170;507;981;1059;125
05.03.2025 22:44;448;1170;507;981;1059;125
05.03.2025 22:45;448;1169;507;981;1059;125
05.03.2025 22:46;448;1169;507;981;1059;125
05.03.2025 22:47;448;1169;507;981;1059;125
05.03.2025 22:48;448;1169;507;981;1059;125
05.03.2025 22:49;448;1169;507;981;1059;125
05.03.2025 22:50;447;1169;507;981;1059;125
05.03.2025 22:51;448;1169;507;981;1059;125
05.03.2025 22:52;448;1169;507;981;1059;125
05.03.2025 22:53;448;1169;507;981;1059;125
05.03.2025 22:54;448;1169;507;981;1057;125
05.03.2025 22:55;448;1169;507;981;1057;125
05.03.2025 22:56;448;1169;507;980;1057;125
05.03.2025 22:57;447;1169;507;980;1057;125
05.03.2025 22:58;446;1169;507;977;1056;125
05.03.2025 22:59;446;1168;507;975;1054;125
05.03.2025 23:00;446;1167;507;975;1053;125
05.03.2025 23:01;446;1166;507;974;1053;125
05.03.2025 23:03;446;1166;507;974;1053;125
05.03.2025 23:04;446;1166;507;973;1053;125
05.03.2025 23:05;445;1166;507;973;1052;125
05.03.2025 23:06;446;1166;504;973;1053;125
05.03.2025 23:07;446;1166;504;973;1053;125
05.03.2025 23:08;446;1166;504;973;1053;125
05.03.2025 23:09;446;1166;504;973;1053;125
05.03.2025 23:10;446;1166;504;973;1053;124
05.03.2025 23:11;446;1166;504;973;1052;123
05.03.2025 23:12;446;1166;504;973;1052;124
05.03.2025 23:13;446;1166;504;973;1053;124
05.03.2025 23:14;446;1166;504;973;1053;124
05.03.2025 23:15;446;1166;504;973;1053;124
05.03.2025 23:16;446;1166;504;973;1053;124
05.03.2025 23:17;446;1166;504;973;1053;124
05.03.2025 23:18;446;1166;504;973;1053;124
05.03.2025 23:19;446;1166;504;973;1053;124
05.03.2025 23:20;446;1166;504;973;1053;124
05.03.2025 23:21;445;1166;504;973;1053;124
05.03.2025 23:22;446;1166;504;973;1053;124
05.03.2025 23:23;446;1166;504;973;1053;124
05.03.2025 23:24;446;1166;504;973;1053;124
05.03.2025 23:25;446;1166;504;973;1053;124
05.03.2025 23:26;446;1166;504;973;1053;124
05.03.2025 23:27;446;1166;504;973;1053;124
05.03.2025 23:28;446;1166;504;973;1053;124
05.03.2025 23:29;446;1166;504;973;1053;124
05.03.2025 23:30;446;1166;504;973;1053;124
05.03.2025 23:31;446;1166;504;973;1053;124
05.03.2025 23:32;446;1166;504;973;1052;124
05.03.2025 23:33;446;1166;504;973;1053;124
05.03.2025 23:34;446;1166;504;973;1053;124
05.03.2025 23:35;446;1166;504;973;1053;124
05.03.2025 23:36;445;1166;504;973;1052;124
05.03.2025 23:37;446;1166;504;973;1052;124
05.03.2025 23:38;446;1166;504;973;1052;124
05.03.2025 23:39;446;1166;504;973;1052;124
05.03.2025 23:40;446;1166;504;973;1052;124
05.03.2025 23:41;446;1166;504;973;1052;124
05.03.2025 23:42;446;1166;504;973;1052;124
05.03.2025 23:43;446;1166;504;973;1052;124
05.03.2025 23:44;446;1166;504;973;1052;124
05.03.2025 23:45;446;1166;504;973;1052;124
05.03.2025 23:46;446;1166;504;973;1052;124
05.03.2025 23:47;446;1166;504;973;1052;124
05.03.2025 23:48;446;1166;504;973;1052;124
05.03.2025 23:49;446;1166;504;973;1052;124
05.03.2025 23:50;445;1166;504;973;1052;124
05.03.2025 23:51;446;1166;504;973;1052;124
05.03.2025 23:52;446;1166;504;973;1052;124
05.03.2025 23:53;446;1166;504;973;1052;124
05.03.2025 23:54;446;1166;504;973;1052;124
05.03.2025 23:55;446;1166;504;973;1051;124
05.03.2025 23:56;445;1166;504;973;1051;124
05.03.2025 23:57;446;1166;504;973;1051;124
05.03.2025 23:58;446;1166;504;973;1051;124
05.03.2025 23:59;446;1166;504;973;1051;124
06.03.2025 0:00;446;1165;504;973;1051;124
06.03.2025 0:01;446;1165;499;973;1051;126
06.03.2025 0:02;446;1165;499;973;1051;124
06.03.2025 0:03;446;1165;499;973;1051;124
06.03.2025 0:04;446;1165;499;973;1051;124
06.03.2025 0:05;446;1165;499;973;1051;124
06.03.2025 0:06;446;1165;499;973;1050;124
06.03.2025 0:07;446;1165;499;973;1051;124
06.03.2025 0:08;446;1165;499;973;1051;124
06.03.2025 0:09;446;1165;498;973;1050;124
06.03.2025 0:10;446;1165;497;972;1050;124
06.03.2025 0:11;446;1165;498;972;1049;124
06.03.2025 0:12;446;1165;498;972;1049;124
06.03.2025 0:13;446;1165;498;972;1049;124
06.03.2025 0:14;446;1165;497;972;1049;124
06.03.2025 0:15;446;1165;498;972;1049;124
06.03.2025 0:16;446;1165;498;972;1049;124
06.03.2025 0:17;446;1165;489;971;1048;124
06.03.2025 0:18;446;1165;491;972;1048;124
06.03.2025 0:19;445;1165;491;971;1048;124
06.03.2025 0:20;446;1165;491;971;1048;123
06.03.2025 0:21;446;1165;491;970;1048;123
06.03.2025 0:22;446;1165;491;970;1047;123
06.03.2025 0:23;446;1165;491;970;1047;124
06.03.2025 0:24;446;1165;491;970;1047;123
06.03.2025 0:25;446;1165;487;969;1047;121
06.03.2025 0:26;446;1165;487;969;1047;122
06.03.2025 0:27;446;1165;487;969;1047;122
06.03.2025 0:28;446;1165;487;969;1047;121
06.03.2025 0:29;446;1165;487;969;1047;122
06.03.2025 0:30;446;1165;487;969;1047;122
06.03.2025 0:31;446;1165;487;969;1047;122
06.03.2025 0:33;444;1165;483;965;1046;122
06.03.2025 0:34;444;1165;483;965;1046;121
06.03.2025 0:35;444;1165;483;965;1046;122
06.03.2025 0:36;444;1165;483;965;1046;121
06.03.2025 0:37;444;1165;483;965;1046;118
06.03.2025 0:38;444;1165;483;965;1046;120
06.03.2025 0:39;444;1165;483;965;1046;120
06.03.2025 0:40;444;1165;479;965;1045;120
06.03.2025 0:41;444;1165;479;965;1045;120
06.03.2025 0:42;444;1165;479;965;1045;121
06.03.2025 0:43;444;1165;479;965;1045;120
06.03.2025 0:44;444;1165;479;965;1045;120
06.03.2025 0:45;444;1165;475;965;1045;120
06.03.2025 0:46;443;1165;475;964;1044;120
06.03.2025 0:47;444;1164;475;965;1045;120
06.03.2025 0:48;444;1164;472;963;1043;120
06.03.2025 0:49;443;1164;472;963;1043;120
06.03.2025 0:50;444;1164;472;963;1043;120
06.03.2025 0:51;444;1164;472;962;1043;120
06.03.2025 0:52;444;1164;472;962;1043;120
06.03.2025 0:53;444;1164;472;962;1043;120
06.03.2025 0:54;444;1164;472;962;1043;120
06.03.2025 0:55;444;1164;472;961;1043;119
06.03.2025 0:56;444;1164;472;962;1043;120
06.03.2025 0:57;444;1164;472;962;1043;120
06.03.2025 0:58;444;1164;470;959;1042;120
06.03.2025 0:59;444;1164;470;958;1042;120
06.03.2025 1:00;444;1164;470;958;1042;121
06.03.2025 1:01;443;1164;471;959;1042;120
06.03.2025 1:02;443;1164;471;959;1042;120
06.03.2025 1:03;444;1164;471;958;1042;120
06.03.2025 1:04;444;1164;470;958;1042;120
06.03.2025 1:05;444;1164;470;958;1042;120
06.03.2025 1:06;444;1164;470;958;1042;120
06.03.2025 1:07;444;1164;470;958;1042;120
06.03.2025 1:08;444;1164;471;958;1042;120
06.03.2025 1:09;444;1164;471;958;1042;120
06.03.2025 1:10;444;1164;470;958;1042;121
06.03.2025 1:11;443;1164;468;957;1042;120
06.03.2025 1:12;443;1164;468;957;1042;118
06.03.2025 1:13;443;1164;468;957;1042;118
06.03.2025 1:14;443;1164;468;957;1042;118
06.03.2025 1:15;443;1164;468;957;1042;118
06.03.2025 1:16;443;1164;468;957;1042;118
06.03.2025 1:17;443;1164;468;956;1042;118
06.03.2025 1:18;443;1164;468;956;1042;118
06.03.2025 1:19;443;1164;468;956;1042;118
06.03.2025 1:20;443;1164;468;956;1042;118
06.03.2025 1:21;443;1164;468;956;1042;117
06.03.2025 1:22;443;1164;468;956;1042;123
06.03.2025 1:23;443;1164;468;956;1042;123
06.03.2025 1:24;443;1164;468;956;1042;123
06.03.2025 1:25;443;1164;468;956;1042;123
06.03.2025 1:26;443;1164;468;956;1042;123
06.03.2025 1:27;443;1164;468;956;1042;123
06.03.2025 1:28;443;1164;468;956;1042;123
06.03.2025 1:29;443;1164;468;956;1042;123
06.03.2025 1:30;443;1164;468;956;1042;123
06.03.2025 1:31;443;1164;466;954;1042;123
06.03.2025 1:32;443;1164;466;954;1041;124
06.03.2025 1:33;443;1164;466;954;1041;124
06.03.2025 1:34;443;1164;466;954;1041;123
06.03.2025 1:35;443;1164;466;954;1041;123
06.03.2025 1:36;443;1164;466;954;1041;124
06.03.2025 1:37;443;1164;466;954;1041;123
06.03.2025 1:38;443;1164;466;954;1041;123
06.03.2025 1:39;443;1164;466;954;1041;124
06.03.2025 1:40;443;1164;466;952;1039;123
06.03.2025 1:41;443;1163;466;952;1039;123
06.03.2025 1:42;443;1163;466;949;1036;123
06.03.2025 1:43;443;1163;466;948;1035;124
06.03.2025 1:44;443;1163;466;948;1033;123
06.03.2025 1:45;443;1163;466;948;1032;123
06.03.2025 1:46;443;1163;466;948;1032;123
06.03.2025 1:47;443;1163;466;948;1032;124
06.03.2025 1:48;443;1163;466;948;1031;124
06.03.2025 1:49;444;1162;466;948;1031;123
06.03.2025 1:50;443;1163;466;948;1032;125
06.03.2025 1:51;443;1163;466;948;1032;125
